,Query,Bitscore,E-value
6275,OTU7925,-1.0,-1.0
6276,OTU7332,119.0,2e-26
6277,OTU16499,135.0,2e-31
6278,OTU16491,152.0,2e-36
6279,OTU2946,156.0,1e-37
6280,OTU7898,156.0,1e-37
6281,OTU5608,150.0,6e-36
6282,OTU6713,150.0,6e-36
6283,OTU9420,156.0,1e-37
6284,OTU4744,150.0,6e-36
6285,OTU4739,156.0,1e-37
6286,OTU4655,156.0,1e-37
6287,OTU10636,150.0,6e-36
6288,OTU2894,150.0,6e-36
6289,OTU9442,132.0,2e-30
6290,OTU3754,156.0,1e-37
6291,OTU16425,143.0,1e-33
6292,OTU16426,150.0,6e-36
6293,OTU11734,108.0,4e-23
6294,OTU4382,156.0,1e-37
6295,OTU16412,134.0,6e-31
6296,OTU16443,145.0,3e-34
6297,OTU630,150.0,6e-36
6298,OTU11736,147.0,7e-35
6299,OTU3935,150.0,6e-36
6300,OTU1187,150.0,6e-36
6301,OTU5157,150.0,6e-36
6302,OTU4790,150.0,6e-36
6303,OTU2311,150.0,6e-36
6304,OTU16449,-1.0,-1.0
6305,OTU7911,-1.0,-1.0
6306,OTU11742,148.0,2e-35
6307,OTU887,-1.0,-1.0
6308,OTU3970,143.0,1e-33
6309,OTU11747,137.0,4e-32
6310,OTU9177,150.0,6e-36
6311,OTU16695,145.0,3e-34
6312,OTU5639,150.0,6e-36
6313,OTU6185,150.0,6e-36
6314,OTU1373,156.0,1e-37
6315,OTU9214,-1.0,-1.0
6316,OTU16757,117.0,6e-26
6317,OTU6218,135.0,2e-31
6318,OTU7924,152.0,2e-36
6319,OTU10920,132.0,2e-30
6320,OTU16720,145.0,3e-34
6321,OTU16672,143.0,1e-33
6322,OTU103,158.0,3e-38
6323,OTU11653,145.0,3e-34
6324,OTU11654,135.0,2e-31
6325,OTU2036,156.0,1e-37
6326,OTU16606,-1.0,-1.0
6327,OTU5160,145.0,3e-34
6328,OTU1935,156.0,1e-37
6329,OTU16604,-1.0,-1.0
6330,OTU5161,150.0,6e-36
6331,OTU7254,-1.0,-1.0
6332,OTU16585,126.0,1e-28
6333,OTU7733,148.0,2e-35
6334,OTU11641,145.0,3e-34
6335,OTU5449,148.0,2e-35
6336,OTU7265,143.0,1e-33
6337,OTU9151,-1.0,-1.0
6338,OTU16649,139.0,1e-32
6339,OTU16634,-1.0,-1.0
6340,OTU1757,143.0,1e-33
6341,OTU7739,150.0,6e-36
6342,OTU608,161.0,3e-39
6343,OTU16766,150.0,6e-36
6344,OTU10941,150.0,6e-36
6345,OTU2005,156.0,1e-37
6346,OTU5640,150.0,6e-36
6347,OTU6171,150.0,6e-36
6348,OTU17634,65.8,2e-10
6349,OTU11634,121.0,5e-27
6350,OTU6329,156.0,1e-37
6351,OTU6144,150.0,6e-36
6352,OTU6138,145.0,3e-34
6353,OTU11658,150.0,6e-36
6354,OTU17670,156.0,1e-37
6355,OTU2211,150.0,6e-36
6356,OTU4697,150.0,6e-36
6357,OTU11642,145.0,3e-34
6358,OTU9292,150.0,6e-36
6359,OTU17674,150.0,6e-36
6360,OTU9263,124.0,3e-28
6361,OTU7751,150.0,6e-36
6362,OTU7754,67.6,6e-11
6363,OTU17642,73.1,1e-12
6364,OTU17646,139.0,1e-32
6365,OTU1383,143.0,1e-33
6366,OTU17648,137.0,4e-32
6367,OTU17640,62.1,3e-09
6368,OTU17651,143.0,1e-33
6369,OTU2434,-1.0,-1.0
6370,OTU7500,147.0,7e-35
6371,OTU2438,161.0,3e-39
6372,OTU2201,156.0,1e-37
6373,OTU7517,150.0,6e-36
6374,OTU2439,161.0,3e-39
6375,OTU1528,-1.0,-1.0
6376,OTU3958,-1.0,-1.0
6377,OTU17588,154.0,4e-37
6378,OTU17549,150.0,6e-36
6379,OTU6511,152.0,2e-36
6380,OTU5662,148.0,2e-35
6381,OTU2047,150.0,6e-36
6382,OTU9244,156.0,1e-37
6383,OTU11674,67.6,6e-11
6384,OTU613,139.0,1e-32
6385,OTU203,156.0,1e-37
6386,OTU1142,150.0,6e-36
6387,OTU17803,145.0,3e-34
6388,OTU4675,150.0,6e-36
6389,OTU2888,156.0,1e-37
6390,OTU7704,150.0,6e-36
6391,OTU17811,139.0,1e-32
6392,OTU7488,150.0,6e-36
6393,OTU17787,150.0,6e-36
6394,OTU7489,148.0,2e-35
6395,OTU17796,139.0,1e-32
6396,OTU9686,150.0,6e-36
6397,OTU7710,150.0,6e-36
6398,OTU11425,145.0,3e-34
6399,OTU5641,152.0,2e-36
6400,OTU5167,145.0,3e-34
6401,OTU7548,150.0,6e-36
6402,OTU9688,150.0,6e-36
6403,OTU10959,150.0,6e-36
6404,OTU6554,150.0,6e-36
6405,OTU17726,128.0,3e-29
6406,OTU9696,150.0,6e-36
6407,OTU7541,150.0,6e-36
6408,OTU11386,150.0,6e-36
6409,OTU5148,150.0,6e-36
6410,OTU11402,137.0,4e-32
6411,OTU10627,150.0,6e-36
6412,OTU17759,150.0,6e-36
6413,OTU17762,150.0,6e-36
6414,OTU7469,150.0,6e-36
6415,OTU17773,100.0,6e-21
6416,OTU9552,134.0,6e-31
6417,OTU11420,147.0,7e-35
6418,OTU11433,150.0,6e-36
6419,OTU4688,156.0,1e-37
6420,OTU7413,145.0,3e-34
6421,OTU10561,145.0,3e-34
6422,OTU6530,150.0,6e-36
6423,OTU10703,135.0,2e-31
6424,OTU3618,156.0,1e-37
6425,OTU17236,150.0,6e-36
6426,OTU11430,150.0,6e-36
6427,OTU10735,150.0,6e-36
6428,OTU11469,150.0,6e-36
6429,OTU3361,156.0,1e-37
6430,OTU10664,100.0,6e-21
6431,OTU3381,84.2,6e-16
6432,OTU17299,145.0,3e-34
6433,OTU11456,150.0,6e-36
6434,OTU6402,156.0,1e-37
6435,OTU11416,156.0,1e-37
6436,OTU17170,150.0,6e-36
6437,OTU4617,156.0,1e-37
6438,OTU11405,150.0,6e-36
6439,OTU17202,156.0,1e-37
6440,OTU17220,-1.0,-1.0
6441,OTU4616,156.0,1e-37
6442,OTU6134,156.0,1e-37
6443,OTU6133,156.0,1e-37
6444,OTU11217,158.0,3e-38
6445,OTU2115,156.0,1e-37
6446,OTU5644,156.0,1e-37
6447,OTU4670,156.0,1e-37
6448,OTU3638,156.0,1e-37
6449,OTU11439,128.0,3e-29
6450,OTU3967,156.0,1e-37
6451,OTU17418,106.0,1e-22
6452,OTU5648,161.0,3e-39
6453,OTU5638,156.0,1e-37
6454,OTU9625,156.0,1e-37
6455,OTU17481,156.0,1e-37
6456,OTU7768,156.0,1e-37
6457,OTU2483,145.0,3e-34
6458,OTU7769,150.0,6e-36
6459,OTU9627,156.0,1e-37
6460,OTU2004,161.0,3e-39
6461,OTU17457,150.0,6e-36
6462,OTU3521,156.0,1e-37
6463,OTU3370,156.0,1e-37
6464,OTU3975,161.0,3e-39
6465,OTU6187,156.0,1e-37
6466,OTU11471,150.0,6e-36
6467,OTU7778,150.0,6e-36
6468,OTU1567,161.0,3e-39
6469,OTU11422,156.0,1e-37
6470,OTU7781,150.0,6e-36
6471,OTU9594,150.0,6e-36
6472,OTU5651,150.0,6e-36
6473,OTU3367,156.0,1e-37
6474,OTU9619,156.0,1e-37
6475,OTU1398,161.0,3e-39
6476,OTU6202,156.0,1e-37
6477,OTU2026,161.0,3e-39
6478,OTU3632,156.0,1e-37
6479,OTU10400,150.0,6e-36
6480,OTU11101,150.0,6e-36
6481,OTU2787,161.0,3e-39
6482,OTU2470,156.0,1e-37
6483,OTU5034,159.0,1e-38
6484,OTU17362,150.0,6e-36
6485,OTU9590,150.0,6e-36
6486,OTU2301,156.0,1e-37
6487,OTU11415,150.0,6e-36
6488,OTU2614,161.0,3e-39
6489,OTU11461,150.0,6e-36
6490,OTU9581,150.0,6e-36
6491,OTU2705,156.0,1e-37
6492,OTU11432,150.0,6e-36
6493,OTU7454,156.0,1e-37
6494,OTU4719,156.0,1e-37
6495,OTU3135,156.0,1e-37
6496,OTU17414,150.0,6e-36
6497,OTU11427,150.0,6e-36
6498,OTU7766,145.0,3e-34
6499,OTU17195,156.0,1e-37
6500,OTU4391,156.0,1e-37
6501,OTU11450,122.0,1e-27
6502,OTU17211,156.0,1e-37
6503,OTU9502,156.0,1e-37
6504,OTU3338,150.0,6e-36
6505,OTU3650,156.0,1e-37
6506,OTU3106,150.0,6e-36
6507,OTU2503,150.0,6e-36
6508,OTU17226,156.0,1e-37
6509,OTU6531,156.0,1e-37
6510,OTU5661,143.0,1e-33
6511,OTU5032,143.0,1e-33
6512,OTU7402,141.0,3e-33
6513,OTU10934,137.0,4e-32
6514,OTU17833,148.0,2e-35
6515,OTU4662,156.0,1e-37
6516,OTU10861,-1.0,-1.0
6517,OTU2680,156.0,1e-37
6518,OTU17518,137.0,4e-32
6519,OTU11687,75.0,4e-13
6520,OTU2100,156.0,1e-37
6521,OTU11693,-1.0,-1.0
6522,OTU1689,156.0,1e-37
6523,OTU17671,143.0,1e-33
6524,OTU1601,148.0,2e-35
6525,OTU17604,137.0,4e-32
6526,OTU10923,145.0,3e-34
6527,OTU11625,145.0,3e-34
6528,OTU16646,139.0,1e-32
6529,OTU11630,58.4,4e-08
6530,OTU436,159.0,1e-38
6531,OTU289,145.0,3e-34
6532,OTU3312,143.0,1e-33
6533,OTU3627,156.0,1e-37
6534,OTU9202,156.0,1e-37
6535,OTU6223,150.0,6e-36
6536,OTU10908,156.0,1e-37
6537,OTU16459,145.0,3e-34
6538,OTU9187,156.0,1e-37
6539,OTU11733,156.0,1e-37
6540,OTU16482,150.0,6e-36
6541,OTU6177,156.0,1e-37
6542,OTU5612,156.0,1e-37
6543,OTU9439,150.0,6e-36
6544,OTU4750,156.0,1e-37
6545,OTU9482,156.0,1e-37
6546,OTU10536,87.9,5e-17
6547,OTU16530,156.0,1e-37
6548,OTU7327,132.0,2e-30
6549,OTU10570,145.0,3e-34
6550,OTU17030,58.4,4e-08
6551,OTU10574,-1.0,-1.0
6552,OTU11730,148.0,2e-35
6553,OTU3320,128.0,3e-29
6554,OTU5613,-1.0,-1.0
6555,OTU10639,147.0,7e-35
6556,OTU17118,156.0,1e-37
6557,OTU6664,156.0,1e-37
6558,OTU11717,145.0,3e-34
6559,OTU17074,150.0,6e-36
6560,OTU17067,156.0,1e-37
6561,OTU16815,156.0,1e-37
6562,OTU9361,156.0,1e-37
6563,OTU11546,156.0,1e-37
6564,OTU16937,156.0,1e-37
6565,OTU16928,156.0,1e-37
6566,OTU9458,156.0,1e-37
6567,OTU11533,150.0,6e-36
6568,OTU4745,115.0,2e-25
6569,OTU9406,150.0,6e-36
6570,OTU11513,150.0,6e-36
6571,OTU9431,150.0,6e-36
6572,OTU604,148.0,2e-35
6573,OTU4340,150.0,6e-36
6574,OTU18667,108.0,4e-23
6575,OTU11486,156.0,1e-37
6576,OTU11482,134.0,6e-31
6577,OTU9170,145.0,3e-34
6578,OTU6601,145.0,3e-34
6579,OTU5614,156.0,1e-37
6580,OTU18741,145.0,3e-34
6581,OTU7396,134.0,6e-31
6582,OTU6719,145.0,3e-34
6583,OTU18509,150.0,6e-36
6584,OTU7173,145.0,3e-34
6585,OTU11034,145.0,3e-34
6586,OTU6277,145.0,3e-34
6587,OTU18514,150.0,6e-36
6588,OTU5823,145.0,3e-34
6589,OTU699,150.0,6e-36
6590,OTU7457,145.0,3e-34
6591,OTU6734,145.0,3e-34
6592,OTU10998,139.0,1e-32
6593,OTU18602,156.0,1e-37
6594,OTU965,152.0,2e-36
6595,OTU5017,156.0,1e-37
6596,OTU7508,148.0,2e-35
6597,OTU4541,148.0,2e-35
6598,OTU3981,150.0,6e-36
6599,OTU2177,148.0,2e-35
6600,OTU4728,148.0,2e-35
6601,OTU11111,147.0,7e-35
6602,OTU5615,-1.0,-1.0
6603,OTU18831,54.7,5e-07
6604,OTU2350,-1.0,-1.0
6605,OTU2769,150.0,6e-36
6606,OTU11573,156.0,1e-37
6607,OTU19047,156.0,1e-37
6608,OTU11560,156.0,1e-37
6609,OTU4119,150.0,6e-36
6610,OTU9510,156.0,1e-37
6611,OTU7197,156.0,1e-37
6612,OTU18026,156.0,1e-37
6613,OTU9813,156.0,1e-37
6614,OTU9968,150.0,6e-36
6615,OTU9872,150.0,6e-36
6616,OTU11589,156.0,1e-37
6617,OTU18177,150.0,6e-36
6618,OTU1846,156.0,1e-37
6619,OTU1116,145.0,3e-34
6620,OTU10012,143.0,1e-33
6621,OTU1847,156.0,1e-37
6622,OTU7604,161.0,3e-39
6623,OTU17952,150.0,6e-36
6624,OTU11517,150.0,6e-36
6625,OTU5872,156.0,1e-37
6626,OTU9360,156.0,1e-37
6627,OTU3342,156.0,1e-37
6628,OTU11715,132.0,2e-30
6629,OTU18428,84.2,6e-16
6630,OTU5619,156.0,1e-37
6631,OTU18229,139.0,1e-32
6632,OTU5795,-1.0,-1.0
6633,OTU18243,86.1,2e-16
6634,OTU18197,139.0,1e-32
6635,OTU18195,-1.0,-1.0
6636,OTU10308,152.0,2e-36
6637,OTU5022,150.0,6e-36
6638,OTU18325,150.0,6e-36
6639,OTU751,156.0,1e-37
6640,OTU18289,145.0,3e-34
6641,OTU11759,141.0,3e-33
6642,OTU7546,145.0,3e-34
6643,OTU565,156.0,1e-37
6644,OTU8342,145.0,3e-34
6645,OTU197,156.0,1e-37
6646,OTU7243,147.0,7e-35
6647,OTU8258,145.0,3e-34
6648,OTU10423,156.0,1e-37
6649,OTU14143,-1.0,-1.0
6650,OTU5024,132.0,2e-30
6651,OTU9301,-1.0,-1.0
6652,OTU5622,-1.0,-1.0
6653,OTU866,-1.0,-1.0
6654,OTU9494,-1.0,-1.0
6655,OTU14034,-1.0,-1.0
6656,OTU7361,-1.0,-1.0
6657,OTU10102,137.0,4e-32
6658,OTU7354,-1.0,-1.0
6659,OTU14769,-1.0,-1.0
6660,OTU504,-1.0,-1.0
6661,OTU14735,-1.0,-1.0
6662,OTU14479,126.0,1e-28
6663,OTU14390,69.4,2e-11
6664,OTU10084,-1.0,-1.0
6665,OTU7501,-1.0,-1.0
6666,OTU10225,-1.0,-1.0
6667,OTU14691,-1.0,-1.0
6668,OTU6318,137.0,4e-32
6669,OTU14655,-1.0,-1.0
6670,OTU10176,-1.0,-1.0
6671,OTU10213,126.0,1e-28
6672,OTU11474,-1.0,-1.0
6673,OTU9585,-1.0,-1.0
6674,OTU3316,-1.0,-1.0
6675,OTU4585,156.0,1e-37
6676,OTU11408,145.0,3e-34
6677,OTU9620,147.0,7e-35
6678,OTU6349,148.0,2e-35
6679,OTU5030,147.0,7e-35
6680,OTU5625,148.0,2e-35
6681,OTU1880,150.0,6e-36
6682,OTU14825,137.0,4e-32
6683,OTU10215,-1.0,-1.0
6684,OTU3390,156.0,1e-37
6685,OTU2542,152.0,2e-36
6686,OTU3138,148.0,2e-35
6687,OTU7274,150.0,6e-36
6688,OTU14689,139.0,1e-32
6689,OTU160,148.0,2e-35
6690,OTU231,158.0,3e-38
6691,OTU14738,150.0,6e-36
6692,OTU9635,150.0,6e-36
6693,OTU14755,150.0,6e-36
6694,OTU309,161.0,3e-39
6695,OTU2219,-1.0,-1.0
6696,OTU10219,128.0,3e-29
6697,OTU9580,143.0,1e-33
6698,OTU5628,119.0,2e-26
6699,OTU1469,119.0,2e-26
6700,OTU14113,119.0,2e-26
6701,OTU10263,122.0,1e-27
6702,OTU12408,87.9,5e-17
6703,OTU10267,137.0,4e-32
6704,OTU7293,-1.0,-1.0
6705,OTU8091,137.0,4e-32
6706,OTU14338,113.0,8e-25
6707,OTU10276,139.0,1e-32
6708,OTU8095,-1.0,-1.0
6709,OTU14123,69.4,2e-11
6710,OTU14114,145.0,3e-34
6711,OTU7356,150.0,6e-36
6712,OTU9508,139.0,1e-32
6713,OTU12424,137.0,4e-32
6714,OTU10236,82.4,2e-15
6715,OTU12427,137.0,4e-32
6716,OTU15873,143.0,1e-33
6717,OTU16018,137.0,4e-32
6718,OTU1436,156.0,1e-37
6719,OTU7993,145.0,3e-34
6720,OTU7179,150.0,6e-36
6721,OTU1674,150.0,6e-36
6722,OTU5630,111.0,3e-24
6723,OTU5085,156.0,1e-37
6724,OTU4679,156.0,1e-37
6725,OTU16268,122.0,1e-27
6726,OTU714,117.0,6e-26
6727,OTU3806,161.0,3e-39
6728,OTU1688,69.4,2e-11
6729,OTU4595,156.0,1e-37
6730,OTU5080,150.0,6e-36
6731,OTU468,156.0,1e-37
6732,OTU12518,150.0,6e-36
6733,OTU12520,152.0,2e-36
6734,OTU5089,150.0,6e-36
6735,OTU12472,89.8,1e-17
6736,OTU10135,139.0,1e-32
6737,OTU16341,148.0,2e-35
6738,OTU3537,156.0,1e-37
6739,OTU16099,128.0,3e-29
6740,OTU7498,148.0,2e-35
6741,OTU16089,156.0,1e-37
6742,OTU5091,156.0,1e-37
6743,OTU3189,154.0,4e-37
6744,OTU3416,-1.0,-1.0
6745,OTU10146,156.0,1e-37
6746,OTU7509,150.0,6e-36
6747,OTU5094,150.0,6e-36
6748,OTU12484,106.0,1e-22
6749,OTU16124,108.0,4e-23
6750,OTU16172,150.0,6e-36
6751,OTU5095,158.0,3e-38
6752,OTU2078,156.0,1e-37
6753,OTU4556,156.0,1e-37
6754,OTU12309,156.0,1e-37
6755,OTU12306,150.0,6e-36
6756,OTU15166,150.0,6e-36
6757,OTU15288,158.0,3e-38
6758,OTU15309,156.0,1e-37
6759,OTU711,156.0,1e-37
6760,OTU1703,148.0,2e-35
6761,OTU7399,139.0,1e-32
6762,OTU299,156.0,1e-37
6763,OTU12304,52.8,2e-06
6764,OTU12276,150.0,6e-36
6765,OTU4569,148.0,2e-35
6766,OTU3194,150.0,6e-36
6767,OTU15019,150.0,6e-36
6768,OTU12280,52.8,2e-06
6769,OTU12283,143.0,1e-33
6770,OTU4285,148.0,2e-35
6771,OTU10407,148.0,2e-35
6772,OTU14981,148.0,2e-35
6773,OTU8114,143.0,1e-33
6774,OTU4672,148.0,2e-35
6775,OTU1955,150.0,6e-36
6776,OTU7392,139.0,1e-32
6777,OTU1546,156.0,1e-37
6778,OTU1423,156.0,1e-37
6779,OTU1670,156.0,1e-37
6780,OTU2152,150.0,6e-36
6781,OTU15071,150.0,6e-36
6782,OTU6456,150.0,6e-36
6783,OTU15493,73.1,1e-12
6784,OTU15545,150.0,6e-36
6785,OTU1908,156.0,1e-37
6786,OTU15532,145.0,3e-34
6787,OTU4571,150.0,6e-36
6788,OTU12372,82.4,2e-15
6789,OTU838,115.0,2e-25
6790,OTU9179,156.0,1e-37
6791,OTU1581,150.0,6e-36
6792,OTU15617,-1.0,-1.0
6793,OTU15354,156.0,1e-37
6794,OTU8138,150.0,6e-36
6795,OTU10487,156.0,1e-37
6796,OTU9436,161.0,3e-39
6797,OTU9414,156.0,1e-37
6798,OTU12394,156.0,1e-37
6799,OTU5959,156.0,1e-37
6800,OTU15445,150.0,6e-36
6801,OTU12366,-1.0,-1.0
6802,OTU6886,54.7,5e-07
6803,OTU4309,150.0,6e-36
6804,OTU4160,150.0,6e-36
6805,OTU9472,141.0,3e-33
6806,OTU2145,147.0,7e-35
6807,OTU2473,-1.0,-1.0
6808,OTU4320,126.0,1e-28
6809,OTU12362,-1.0,-1.0
6810,OTU12524,-1.0,-1.0
6811,OTU1962,156.0,1e-37
6812,OTU3380,156.0,1e-37
6813,OTU4009,156.0,1e-37
6814,OTU3684,156.0,1e-37
6815,OTU8565,156.0,1e-37
6816,OTU15536,150.0,6e-36
6817,OTU3554,156.0,1e-37
6818,OTU8404,156.0,1e-37
6819,OTU11916,156.0,1e-37
6820,OTU10884,156.0,1e-37
6821,OTU7025,156.0,1e-37
6822,OTU4277,156.0,1e-37
6823,OTU4938,156.0,1e-37
6824,OTU1967,156.0,1e-37
6825,OTU18430,158.0,3e-38
6826,OTU3688,159.0,1e-38
6827,OTU2587,156.0,1e-37
6828,OTU12156,156.0,1e-37
6829,OTU3260,156.0,1e-37
6830,OTU2752,156.0,1e-37
6831,OTU5487,156.0,1e-37
6832,OTU15937,156.0,1e-37
6833,OTU4657,161.0,3e-39
6834,OTU9706,156.0,1e-37
6835,OTU7692,-1.0,-1.0
6836,OTU7954,82.4,2e-15
6837,OTU10763,156.0,1e-37
6838,OTU7908,156.0,1e-37
6839,OTU5065,156.0,1e-37
6840,OTU4528,156.0,1e-37
6841,OTU12264,156.0,1e-37
6842,OTU1346,156.0,1e-37
6843,OTU6089,156.0,1e-37
6844,OTU2365,156.0,1e-37
6845,OTU12606,156.0,1e-37
6846,OTU14235,159.0,1e-38
6847,OTU15903,150.0,6e-36
6848,OTU7149,-1.0,-1.0
6849,OTU9844,156.0,1e-37
6850,OTU9708,156.0,1e-37
6851,OTU14117,156.0,1e-37
6852,OTU3166,156.0,1e-37
6853,OTU3791,156.0,1e-37
6854,OTU6676,156.0,1e-37
6855,OTU9249,158.0,3e-38
6856,OTU12172,150.0,6e-36
6857,OTU3259,156.0,1e-37
6858,OTU2427,156.0,1e-37
6859,OTU15335,128.0,3e-29
6860,OTU15326,139.0,1e-32
6861,OTU15389,137.0,4e-32
6862,OTU5939,156.0,1e-37
6863,OTU15363,150.0,6e-36
6864,OTU5058,150.0,6e-36
6865,OTU9850,156.0,1e-37
6866,OTU15610,148.0,2e-35
6867,OTU8097,143.0,1e-33
6868,OTU5483,156.0,1e-37
6869,OTU12677,139.0,1e-32
6870,OTU9883,139.0,1e-32
6871,OTU15604,126.0,1e-28
6872,OTU12683,145.0,3e-34
6873,OTU9864,143.0,1e-33
6874,OTU9327,143.0,1e-33
6875,OTU12750,143.0,1e-33
6876,OTU6066,141.0,3e-33
6877,OTU12753,156.0,1e-37
6878,OTU15595,47.3,8e-05
6879,OTU15654,137.0,4e-32
6880,OTU15657,150.0,6e-36
6881,OTU15659,145.0,3e-34
6882,OTU15664,134.0,6e-31
6883,OTU2566,108.0,4e-23
6884,OTU15662,152.0,2e-36
6885,OTU15633,137.0,4e-32
6886,OTU2271,145.0,3e-34
6887,OTU15629,150.0,6e-36
6888,OTU15642,150.0,6e-36
6889,OTU15647,-1.0,-1.0
6890,OTU15582,139.0,1e-32
6891,OTU15519,145.0,3e-34
6892,OTU12765,150.0,6e-36
6893,OTU7146,139.0,1e-32
6894,OTU15533,134.0,6e-31
6895,OTU15514,-1.0,-1.0
6896,OTU4036,63.9,8e-10
6897,OTU12775,134.0,6e-31
6898,OTU12731,139.0,1e-32
6899,OTU9429,-1.0,-1.0
6900,OTU15574,135.0,2e-31
6901,OTU12726,135.0,2e-31
6902,OTU4884,156.0,1e-37
6903,OTU2539,150.0,6e-36
6904,OTU15542,135.0,2e-31
6905,OTU8234,150.0,6e-36
6906,OTU15068,150.0,6e-36
6907,OTU8035,150.0,6e-36
6908,OTU6237,158.0,3e-38
6909,OTU6323,150.0,6e-36
6910,OTU9986,150.0,6e-36
6911,OTU12743,150.0,6e-36
6912,OTU15054,145.0,3e-34
6913,OTU12558,156.0,1e-37
6914,OTU6008,150.0,6e-36
6915,OTU15115,137.0,4e-32
6916,OTU6348,150.0,6e-36
6917,OTU3497,156.0,1e-37
6918,OTU9836,156.0,1e-37
6919,OTU15107,145.0,3e-34
6920,OTU15096,150.0,6e-36
6921,OTU8431,152.0,2e-36
6922,OTU6041,150.0,6e-36
6923,OTU15093,139.0,1e-32
6924,OTU15099,152.0,2e-36
6925,OTU9713,150.0,6e-36
6926,OTU6031,156.0,1e-37
6927,OTU6283,150.0,6e-36
6928,OTU7052,156.0,1e-37
6929,OTU14976,156.0,1e-37
6930,OTU12585,150.0,6e-36
6931,OTU6299,156.0,1e-37
6932,OTU14983,150.0,6e-36
6933,OTU8400,150.0,6e-36
6934,OTU14952,150.0,6e-36
6935,OTU14956,145.0,3e-34
6936,OTU12532,150.0,6e-36
6937,OTU9752,150.0,6e-36
6938,OTU12535,145.0,3e-34
6939,OTU6308,156.0,1e-37
6940,OTU14993,152.0,2e-36
6941,OTU15022,150.0,6e-36
6942,OTU15023,150.0,6e-36
6943,OTU12539,150.0,6e-36
6944,OTU15033,150.0,6e-36
6945,OTU12542,145.0,3e-34
6946,OTU8461,150.0,6e-36
6947,OTU15006,150.0,6e-36
6948,OTU15000,150.0,6e-36
6949,OTU9512,150.0,6e-36
6950,OTU8276,150.0,6e-36
6951,OTU15130,145.0,3e-34
6952,OTU3798,150.0,6e-36
6953,OTU10017,148.0,2e-35
6954,OTU12620,150.0,6e-36
6955,OTU9806,111.0,3e-24
6956,OTU15231,56.5,1e-07
6957,OTU15234,111.0,3e-24
6958,OTU15240,-1.0,-1.0
6959,OTU15298,-1.0,-1.0
6960,OTU12629,111.0,3e-24
6961,OTU9875,150.0,6e-36
6962,OTU15299,-1.0,-1.0
6963,OTU15302,126.0,1e-28
6964,OTU12621,111.0,3e-24
6965,OTU15277,122.0,1e-27
6966,OTU15279,150.0,6e-36
6967,OTU2474,145.0,3e-34
6968,OTU15169,150.0,6e-36
6969,OTU5490,150.0,6e-36
6970,OTU2249,156.0,1e-37
6971,OTU4294,148.0,2e-35
6972,OTU3598,156.0,1e-37
6973,OTU12615,156.0,1e-37
6974,OTU175,161.0,3e-39
6975,OTU8337,148.0,2e-35
6976,OTU8306,148.0,2e-35
6977,OTU5072,148.0,2e-35
6978,OTU15218,143.0,1e-33
6979,OTU15179,150.0,6e-36
6980,OTU11151,156.0,1e-37
6981,OTU7120,156.0,1e-37
6982,OTU9576,156.0,1e-37
6983,OTU15189,148.0,2e-35
6984,OTU11154,148.0,2e-35
6985,OTU5075,148.0,2e-35
6986,OTU4517,148.0,2e-35
6987,OTU16128,148.0,2e-35
6988,OTU16132,156.0,1e-37
6989,OTU5195,150.0,6e-36
6990,OTU5496,150.0,6e-36
6991,OTU16204,143.0,1e-33
6992,OTU3677,137.0,4e-32
6993,OTU2481,156.0,1e-37
6994,OTU9716,150.0,6e-36
6995,OTU606,132.0,2e-30
6996,OTU11902,126.0,1e-28
6997,OTU11002,126.0,1e-28
6998,OTU16078,150.0,6e-36
6999,OTU9255,150.0,6e-36
7000,OTU16047,126.0,1e-28
7001,OTU11064,137.0,4e-32
7002,OTU16042,156.0,1e-37
7003,OTU1587,150.0,6e-36
7004,OTU3004,150.0,6e-36
7005,OTU3125,156.0,1e-37
7006,OTU6674,150.0,6e-36
7007,OTU130,73.1,1e-12
7008,OTU16105,-1.0,-1.0
7009,OTU11989,150.0,6e-36
7010,OTU5293,156.0,1e-37
7011,OTU6669,150.0,6e-36
7012,OTU770,156.0,1e-37
7013,OTU12000,156.0,1e-37
7014,OTU7650,150.0,6e-36
7015,OTU2327,124.0,3e-28
7016,OTU3392,150.0,6e-36
7017,OTU16342,-1.0,-1.0
7018,OTU7575,-1.0,-1.0
7019,OTU2938,-1.0,-1.0
7020,OTU16350,122.0,1e-27
7021,OTU1598,-1.0,-1.0
7022,OTU4345,-1.0,-1.0
7023,OTU7559,-1.0,-1.0
7024,OTU16313,-1.0,-1.0
7025,OTU11378,-1.0,-1.0
7026,OTU11335,-1.0,-1.0
7027,OTU11964,150.0,6e-36
7028,OTU11979,150.0,6e-36
7029,OTU6231,145.0,3e-34
7030,OTU737,145.0,3e-34
7031,OTU11208,150.0,6e-36
7032,OTU16245,150.0,6e-36
7033,OTU16246,150.0,6e-36
7034,OTU16256,97.1,8e-20
7035,OTU11807,62.1,3e-09
7036,OTU11810,143.0,1e-33
7037,OTU16222,156.0,1e-37
7038,OTU11811,150.0,6e-36
7039,OTU6689,156.0,1e-37
7040,OTU11305,152.0,2e-36
7041,OTU9355,156.0,1e-37
7042,OTU11814,150.0,6e-36
7043,OTU16235,150.0,6e-36
7044,OTU11271,-1.0,-1.0
7045,OTU11815,150.0,6e-36
7046,OTU2844,156.0,1e-37
7047,OTU11823,-1.0,-1.0
7048,OTU6972,159.0,1e-38
